sample_id,batch_id,material_id,test_name,analyte,result_value,unit,spec_low,spec_high,result_status,sampled_ts,received_ts,approved_ts,analyst_id,tat_days
S-B2025-00292-Assay,B2025-00292,FG-VA02,Assay,API,98.5696,%,95.0,105.0,PASS,2025-10-25 06:18:00,2025-10-25 10:18:00,2025-10-26 16:54:52.265190,AN016,1.4422715878472223
S-B2025-00292-Impurity A,B2025-00292,FG-VA02,Impurity A,Imp A,0.0777,%,0.0,0.5,PASS,2025-10-25 06:18:00,2025-10-25 10:18:00,2025-10-26 16:54:52.265190,AN005,1.4422715878472223
S-B2025-00292-pH,B2025-00292,FG-VA02,pH,pH,6.9742,,6.8,7.4,PASS,2025-10-25 06:18:00,2025-10-25 10:18:00,2025-10-26 16:54:52.265190,AN006,1.4422715878472223
S-B2025-00292-Endotoxin,B2025-00292,FG-VA02,Endotoxin,EU/mL,0.0131,EU/mL,0.0,0.25,PASS,2025-10-25 06:18:00,2025-10-25 10:18:00,2025-10-26 16:54:52.265190,AN007,1.4422715878472223
S-B2025-00292-Bioburden,B2025-00292,FG-VA02,Bioburden,CFU/mL,2.0829,CFU/mL,0.0,10.0,PASS,2025-10-25 06:18:00,2025-10-25 10:18:00,2025-10-26 16:54:52.265190,AN015,1.4422715878472223
S-B2025-00293-Assay,B2025-00293,FG-VA02,Assay,API,99.2312,%,95.0,105.0,PASS,2025-10-17 03:35:00,2025-10-17 05:35:00,2025-10-18 08:57:36.311199,AN006,1.2240313796180555
S-B2025-00293-Impurity A,B2025-00293,FG-VA02,Impurity A,Imp A,0.0492,%,0.0,0.5,PASS,2025-10-17 03:35:00,2025-10-17 05:35:00,2025-10-18 08:57:36.311199,AN019,1.2240313796180555
S-B2025-00293-pH,B2025-00293,FG-VA02,pH,pH,7.1414,,6.8,7.4,PASS,2025-10-17 03:35:00,2025-10-17 05:35:00,2025-10-18 08:57:36.311199,AN009,1.2240313796180555
S-B2025-00293-Endotoxin,B2025-00293,FG-VA02,Endotoxin,EU/mL,0.0536,EU/mL,0.0,0.25,PASS,2025-10-17 03:35:00,2025-10-17 05:35:00,2025-10-18 08:57:36.311199,AN012,1.2240313796180555
S-B2025-00293-Bioburden,B2025-00293,FG-VA02,Bioburden,CFU/mL,0.4668,CFU/mL,0.0,10.0,PASS,2025-10-17 03:35:00,2025-10-17 05:35:00,2025-10-18 08:57:36.311199,AN015,1.2240313796180555
S-B2025-00294-Assay,B2025-00294,FG-VA02,Assay,API,99.3661,%,95.0,105.0,PASS,2025-10-20 13:38:00,2025-10-20 18:38:00,2025-10-21 22:47:39.865084,AN005,1.3817114014351852
S-B2025-00294-Impurity A,B2025-00294,FG-VA02,Impurity A,Imp A,0.0971,%,0.0,0.5,PASS,2025-10-20 13:38:00,2025-10-20 18:38:00,2025-10-21 22:47:39.865084,AN001,1.3817114014351852
S-B2025-00294-pH,B2025-00294,FG-VA02,pH,pH,6.8523,,6.8,7.4,PASS,2025-10-20 13:38:00,2025-10-20 18:38:00,2025-10-21 22:47:39.865084,AN003,1.3817114014351852
S-B2025-00294-Endotoxin,B2025-00294,FG-VA02,Endotoxin,EU/mL,0.0191,EU/mL,0.0,0.25,PASS,2025-10-20 13:38:00,2025-10-20 18:38:00,2025-10-21 22:47:39.865084,AN020,1.3817114014351852
S-B2025-00294-Bioburden,B2025-00294,FG-VA02,Bioburden,CFU/mL,0.4478,CFU/mL,0.0,10.0,PASS,2025-10-20 13:38:00,2025-10-20 18:38:00,2025-10-21 22:47:39.865084,AN006,1.3817114014351852
S-B2025-00295-Assay,B2025-00295,FG-VA02,Assay,API,99.512,%,95.0,105.0,PASS,2025-10-23 04:55:00,2025-10-23 08:55:00,2025-10-24 13:42:20.552213,AN013,1.3662100950578704
S-B2025-00295-Impurity A,B2025-00295,FG-VA02,Impurity A,Imp A,0.1468,%,0.0,0.5,PASS,2025-10-23 04:55:00,2025-10-23 08:55:00,2025-10-24 13:42:20.552213,AN011,1.3662100950578704
S-B2025-00295-pH,B2025-00295,FG-VA02,pH,pH,7.2195,,6.8,7.4,PASS,2025-10-23 04:55:00,2025-10-23 08:55:00,2025-10-24 13:42:20.552213,AN005,1.3662100950578704
S-B2025-00295-Endotoxin,B2025-00295,FG-VA02,Endotoxin,EU/mL,0.8695,EU/mL,0.0,0.25,OOS,2025-10-23 04:55:00,2025-10-23 08:55:00,2025-10-24 13:42:20.552213,AN017,1.3662100950578704
S-B2025-00295-Bioburden,B2025-00295,FG-VA02,Bioburden,CFU/mL,1.4613,CFU/mL,0.0,10.0,PASS,2025-10-23 04:55:00,2025-10-23 08:55:00,2025-10-24 13:42:20.552213,AN013,1.3662100950578704
S-B2025-00296-Assay,B2025-00296,FG-MAB1-FILL,Assay,API,100.3643,%,95.0,105.0,PASS,2025-10-15 06:19:00,2025-10-15 10:19:00,2025-10-17 04:01:58.483902,AN016,1.9048435636805556
S-B2025-00296-Impurity A,B2025-00296,FG-MAB1-FILL,Impurity A,Imp A,0.2557,%,0.0,0.5,PASS,2025-10-15 06:19:00,2025-10-15 10:19:00,2025-10-17 04:01:58.483902,AN003,1.9048435636805556
S-B2025-00296-pH,B2025-00296,FG-MAB1-FILL,pH,pH,6.9449,,6.8,7.4,PASS,2025-10-15 06:19:00,2025-10-15 10:19:00,2025-10-17 04:01:58.483902,AN004,1.9048435636805556
S-B2025-00296-Endotoxin,B2025-00296,FG-MAB1-FILL,Endotoxin,EU/mL,0.029,EU/mL,0.0,0.25,PASS,2025-10-15 06:19:00,2025-10-15 10:19:00,2025-10-17 04:01:58.483902,AN007,1.9048435636805556
S-B2025-00296-Bioburden,B2025-00296,FG-MAB1-FILL,Bioburden,CFU/mL,4.178,CFU/mL,0.0,10.0,PASS,2025-10-15 06:19:00,2025-10-15 10:19:00,2025-10-17 04:01:58.483902,AN012,1.9048435636805556
S-B2025-00297-Assay,B2025-00297,FG-MAB1-FILL,Assay,API,99.8382,%,95.0,105.0,PASS,2025-10-19 20:45:00,2025-10-20 02:45:00,2025-10-21 13:37:21.333392,AN013,1.703024692037037
S-B2025-00297-Impurity A,B2025-00297,FG-MAB1-FILL,Impurity A,Imp A,0.0156,%,0.0,0.5,PASS,2025-10-19 20:45:00,2025-10-20 02:45:00,2025-10-21 13:37:21.333392,AN008,1.703024692037037
S-B2025-00297-pH,B2025-00297,FG-MAB1-FILL,pH,pH,7.2726,,6.8,7.4,PASS,2025-10-19 20:45:00,2025-10-20 02:45:00,2025-10-21 13:37:21.333392,AN012,1.703024692037037
S-B2025-00297-Endotoxin,B2025-00297,FG-MAB1-FILL,Endotoxin,EU/mL,0.0091,EU/mL,0.0,0.25,PASS,2025-10-19 20:45:00,2025-10-20 02:45:00,2025-10-21 13:37:21.333392,AN005,1.703024692037037
S-B2025-00297-Bioburden,B2025-00297,FG-MAB1-FILL,Bioburden,CFU/mL,0.3729,CFU/mL,0.0,10.0,PASS,2025-10-19 20:45:00,2025-10-20 02:45:00,2025-10-21 13:37:21.333392,AN005,1.703024692037037
S-B2025-00298-Assay,B2025-00298,FG-MAB1-FILL,Assay,API,98.4584,%,95.0,105.0,PASS,2025-10-20 18:21:00,2025-10-20 20:21:00,2025-10-22 18:41:11.144608,AN006,2.0140178774074076
S-B2025-00298-Impurity A,B2025-00298,FG-MAB1-FILL,Impurity A,Imp A,0.6248,%,0.0,0.5,OOT,2025-10-20 18:21:00,2025-10-20 20:21:00,2025-10-22 18:41:11.144608,AN013,2.0140178774074076
S-B2025-00298-pH,B2025-00298,FG-MAB1-FILL,pH,pH,6.8199,,6.8,7.4,PASS,2025-10-20 18:21:00,2025-10-20 20:21:00,2025-10-22 18:41:11.144608,AN003,2.0140178774074076
S-B2025-00298-Endotoxin,B2025-00298,FG-MAB1-FILL,Endotoxin,EU/mL,0.0129,EU/mL,0.0,0.25,PASS,2025-10-20 18:21:00,2025-10-20 20:21:00,2025-10-22 18:41:11.144608,AN014,2.0140178774074076
S-B2025-00298-Bioburden,B2025-00298,FG-MAB1-FILL,Bioburden,CFU/mL,1.6632,CFU/mL,0.0,10.0,PASS,2025-10-20 18:21:00,2025-10-20 20:21:00,2025-10-22 18:41:11.144608,AN010,2.0140178774074076
S-B2025-00299-Assay,B2025-00299,FG-MAB1-FILL,Assay,API,98.0738,%,95.0,105.0,PASS,2025-10-26 04:32:00,2025-10-26 09:32:00,2025-10-27 13:22:54.623893,AN003,1.368687776539352
S-B2025-00299-Impurity A,B2025-00299,FG-MAB1-FILL,Impurity A,Imp A,0.1002,%,0.0,0.5,PASS,2025-10-26 04:32:00,2025-10-26 09:32:00,2025-10-27 13:22:54.623893,AN012,1.368687776539352
S-B2025-00299-pH,B2025-00299,FG-MAB1-FILL,pH,pH,7.3397,,6.8,7.4,PASS,2025-10-26 04:32:00,2025-10-26 09:32:00,2025-10-27 13:22:54.623893,AN007,1.368687776539352
S-B2025-00299-Endotoxin,B2025-00299,FG-MAB1-FILL,Endotoxin,EU/mL,0.0595,EU/mL,0.0,0.25,PASS,2025-10-26 04:32:00,2025-10-26 09:32:00,2025-10-27 13:22:54.623893,AN010,1.368687776539352
S-B2025-00299-Bioburden,B2025-00299,FG-MAB1-FILL,Bioburden,CFU/mL,10.3409,CFU/mL,0.0,10.0,OOT,2025-10-26 04:32:00,2025-10-26 09:32:00,2025-10-27 13:22:54.623893,AN016,1.368687776539352
S-B2025-00300-Assay,B2025-00300,FG-MAB1-FILL,Assay,API,100.1852,%,95.0,105.0,PASS,2025-10-26 21:29:00,2025-10-26 22:29:00,2025-10-28 16:38:36.647629,AN017,1.798340829039352
S-B2025-00300-Impurity A,B2025-00300,FG-MAB1-FILL,Impurity A,Imp A,0.0212,%,0.0,0.5,PASS,2025-10-26 21:29:00,2025-10-26 22:29:00,2025-10-28 16:38:36.647629,AN014,1.798340829039352
S-B2025-00300-pH,B2025-00300,FG-MAB1-FILL,pH,pH,7.0355,,6.8,7.4,PASS,2025-10-26 21:29:00,2025-10-26 22:29:00,2025-10-28 16:38:36.647629,AN005,1.798340829039352
S-B2025-00300-Endotoxin,B2025-00300,FG-MAB1-FILL,Endotoxin,EU/mL,0.0365,EU/mL,0.0,0.25,PASS,2025-10-26 21:29:00,2025-10-26 22:29:00,2025-10-28 16:38:36.647629,AN004,1.798340829039352
S-B2025-00300-Bioburden,B2025-00300,FG-MAB1-FILL,Bioburden,CFU/mL,0.5081,CFU/mL,0.0,10.0,PASS,2025-10-26 21:29:00,2025-10-26 22:29:00,2025-10-28 16:38:36.647629,AN006,1.798340829039352
S-B2025-00301-Assay,B2025-00301,FG-MAB1-FILL,Assay,API,99.4244,%,95.0,105.0,PASS,2025-10-27 23:33:00,2025-10-28 00:33:00,2025-10-30 04:06:10.301862,AN007,2.189702567847222
S-B2025-00301-Impurity A,B2025-00301,FG-MAB1-FILL,Impurity A,Imp A,0.0276,%,0.0,0.5,PASS,2025-10-27 23:33:00,2025-10-28 00:33:00,2025-10-30 04:06:10.301862,AN014,2.189702567847222
S-B2025-00301-pH,B2025-00301,FG-MAB1-FILL,pH,pH,7.3932,,6.8,7.4,PASS,2025-10-27 23:33:00,2025-10-28 00:33:00,2025-10-30 04:06:10.301862,AN004,2.189702567847222
S-B2025-00301-Endotoxin,B2025-00301,FG-MAB1-FILL,Endotoxin,EU/mL,0.0059,EU/mL,0.0,0.25,PASS,2025-10-27 23:33:00,2025-10-28 00:33:00,2025-10-30 04:06:10.301862,AN010,2.189702567847222
S-B2025-00301-Bioburden,B2025-00301,FG-MAB1-FILL,Bioburden,CFU/mL,0.3871,CFU/mL,0.0,10.0,PASS,2025-10-27 23:33:00,2025-10-28 00:33:00,2025-10-30 04:06:10.301862,AN003,2.189702567847222
S-B2025-00302-Assay,B2025-00302,FG-SMALLM,Assay,API,102.8459,%,95.0,105.0,PASS,2025-10-24 16:42:00,2025-10-24 17:42:00,2025-10-26 06:35:34.071847,AN004,1.578866572303241
S-B2025-00302-Impurity A,B2025-00302,FG-SMALLM,Impurity A,Imp A,0.5478,%,0.0,0.5,OOT,2025-10-24 16:42:00,2025-10-24 17:42:00,2025-10-26 06:35:34.071847,AN001,1.578866572303241
S-B2025-00302-pH,B2025-00302,FG-SMALLM,pH,pH,7.3564,,6.8,7.4,PASS,2025-10-24 16:42:00,2025-10-24 17:42:00,2025-10-26 06:35:34.071847,AN002,1.578866572303241
S-B2025-00302-Endotoxin,B2025-00302,FG-SMALLM,Endotoxin,EU/mL,0.0676,EU/mL,0.0,0.25,PASS,2025-10-24 16:42:00,2025-10-24 17:42:00,2025-10-26 06:35:34.071847,AN001,1.578866572303241
S-B2025-00302-Bioburden,B2025-00302,FG-SMALLM,Bioburden,CFU/mL,0.5305,CFU/mL,0.0,10.0,PASS,2025-10-24 16:42:00,2025-10-24 17:42:00,2025-10-26 06:35:34.071847,AN009,1.578866572303241
S-B2025-00303-Assay,B2025-00303,FG-SMALLM,Assay,API,98.9978,%,95.0,105.0,PASS,2025-10-24 20:20:00,2025-10-25 00:20:00,2025-10-26 15:27:50.522328,AN011,1.7971125269444443
S-B2025-00303-Impurity A,B2025-00303,FG-SMALLM,Impurity A,Imp A,0.1285,%,0.0,0.5,PASS,2025-10-24 20:20:00,2025-10-25 00:20:00,2025-10-26 15:27:50.522328,AN011,1.7971125269444443
S-B2025-00303-pH,B2025-00303,FG-SMALLM,pH,pH,7.1616,,6.8,7.4,PASS,2025-10-24 20:20:00,2025-10-25 00:20:00,2025-10-26 15:27:50.522328,AN013,1.7971125269444443
S-B2025-00303-Endotoxin,B2025-00303,FG-SMALLM,Endotoxin,EU/mL,0.0,EU/mL,0.0,0.25,PASS,2025-10-24 20:20:00,2025-10-25 00:20:00,2025-10-26 15:27:50.522328,AN012,1.7971125269444443
S-B2025-00303-Bioburden,B2025-00303,FG-SMALLM,Bioburden,CFU/mL,2.9906,CFU/mL,0.0,10.0,PASS,2025-10-24 20:20:00,2025-10-25 00:20:00,2025-10-26 15:27:50.522328,AN001,1.7971125269444443
S-B2025-00304-Assay,B2025-00304,FG-SMALLM,Assay,API,101.3359,%,95.0,105.0,PASS,2025-10-28 03:27:00,2025-10-28 09:27:00,2025-10-29 16:49:27.259201,AN005,1.5572599444560187
S-B2025-00304-Impurity A,B2025-00304,FG-SMALLM,Impurity A,Imp A,0.6363,%,0.0,0.5,OOT,2025-10-28 03:27:00,2025-10-28 09:27:00,2025-10-29 16:49:27.259201,AN017,1.5572599444560187
S-B2025-00304-pH,B2025-00304,FG-SMALLM,pH,pH,7.0575,,6.8,7.4,PASS,2025-10-28 03:27:00,2025-10-28 09:27:00,2025-10-29 16:49:27.259201,AN008,1.5572599444560187
S-B2025-00304-Endotoxin,B2025-00304,FG-SMALLM,Endotoxin,EU/mL,0.011,EU/mL,0.0,0.25,PASS,2025-10-28 03:27:00,2025-10-28 09:27:00,2025-10-29 16:49:27.259201,AN016,1.5572599444560187
S-B2025-00304-Bioburden,B2025-00304,FG-SMALLM,Bioburden,CFU/mL,0.1699,CFU/mL,0.0,10.0,PASS,2025-10-28 03:27:00,2025-10-28 09:27:00,2025-10-29 16:49:27.259201,AN001,1.5572599444560187
S-B2025-00305-Assay,B2025-00305,FG-VA02,Assay,API,99.0985,%,95.0,105.0,PASS,2025-10-28 02:58:00,2025-10-28 03:58:00,2025-10-29 09:14:56.880182,AN011,1.261769446550926
S-B2025-00305-Impurity A,B2025-00305,FG-VA02,Impurity A,Imp A,0.0307,%,0.0,0.5,PASS,2025-10-28 02:58:00,2025-10-28 03:58:00,2025-10-29 09:14:56.880182,AN016,1.261769446550926
S-B2025-00305-pH,B2025-00305,FG-VA02,pH,pH,7.1791,,6.8,7.4,PASS,2025-10-28 02:58:00,2025-10-28 03:58:00,2025-10-29 09:14:56.880182,AN003,1.261769446550926
S-B2025-00305-Endotoxin,B2025-00305,FG-VA02,Endotoxin,EU/mL,0.0289,EU/mL,0.0,0.25,PASS,2025-10-28 02:58:00,2025-10-28 03:58:00,2025-10-29 09:14:56.880182,AN016,1.261769446550926
S-B2025-00305-Bioburden,B2025-00305,FG-VA02,Bioburden,CFU/mL,3.8378,CFU/mL,0.0,10.0,PASS,2025-10-28 02:58:00,2025-10-28 03:58:00,2025-10-29 09:14:56.880182,AN004,1.261769446550926
S-B2025-00306-Assay,B2025-00306,FG-VA02,Assay,API,101.6085,%,95.0,105.0,PASS,2025-10-29 17:44:00,2025-10-29 20:44:00,2025-10-31 20:24:19.843631,AN017,2.1113407827662036
S-B2025-00306-Impurity A,B2025-00306,FG-VA02,Impurity A,Imp A,0.3002,%,0.0,0.5,PASS,2025-10-29 17:44:00,2025-10-29 20:44:00,2025-10-31 20:24:19.843631,AN017,2.1113407827662036
S-B2025-00306-pH,B2025-00306,FG-VA02,pH,pH,7.1657,,6.8,7.4,PASS,2025-10-29 17:44:00,2025-10-29 20:44:00,2025-10-31 20:24:19.843631,AN003,2.1113407827662036
S-B2025-00306-Endotoxin,B2025-00306,FG-VA02,Endotoxin,EU/mL,0.1372,EU/mL,0.0,0.25,PASS,2025-10-29 17:44:00,2025-10-29 20:44:00,2025-10-31 20:24:19.843631,AN018,2.1113407827662036
S-B2025-00306-Bioburden,B2025-00306,FG-VA02,Bioburden,CFU/mL,0.5722,CFU/mL,0.0,10.0,PASS,2025-10-29 17:44:00,2025-10-29 20:44:00,2025-10-31 20:24:19.843631,AN015,2.1113407827662036
S-B2025-00307-Assay,B2025-00307,FG-VA02,Assay,API,101.1763,%,95.0,105.0,PASS,2025-11-01 02:53:00,2025-11-01 06:53:00,2025-11-03 04:54:11.877000,AN007,2.0841652430555557
S-B2025-00307-Impurity A,B2025-00307,FG-VA02,Impurity A,Imp A,0.0629,%,0.0,0.5,PASS,2025-11-01 02:53:00,2025-11-01 06:53:00,2025-11-03 04:54:11.877000,AN003,2.0841652430555557
S-B2025-00307-pH,B2025-00307,FG-VA02,pH,pH,7.0354,,6.8,7.4,PASS,2025-11-01 02:53:00,2025-11-01 06:53:00,2025-11-03 04:54:11.877000,AN001,2.0841652430555557
S-B2025-00307-Endotoxin,B2025-00307,FG-VA02,Endotoxin,EU/mL,0.0409,EU/mL,0.0,0.25,PASS,2025-11-01 02:53:00,2025-11-01 06:53:00,2025-11-03 04:54:11.877000,AN013,2.0841652430555557
S-B2025-00307-Bioburden,B2025-00307,FG-VA02,Bioburden,CFU/mL,4.2683,CFU/mL,0.0,10.0,PASS,2025-11-01 02:53:00,2025-11-01 06:53:00,2025-11-03 04:54:11.877000,AN009,2.0841652430555557
S-B2025-00308-Assay,B2025-00308,FG-VA02,Assay,API,100.3036,%,95.0,105.0,PASS,2025-11-01 22:19:00,2025-11-02 04:19:00,2025-11-03 15:52:06.777451,AN018,1.7313284427199074
S-B2025-00308-Impurity A,B2025-00308,FG-VA02,Impurity A,Imp A,0.0109,%,0.0,0.5,PASS,2025-11-01 22:19:00,2025-11-02 04:19:00,2025-11-03 15:52:06.777451,AN011,1.7313284427199074
S-B2025-00308-pH,B2025-00308,FG-VA02,pH,pH,7.2569,,6.8,7.4,PASS,2025-11-01 22:19:00,2025-11-02 04:19:00,2025-11-03 15:52:06.777451,AN020,1.7313284427199074
S-B2025-00308-Endotoxin,B2025-00308,FG-VA02,Endotoxin,EU/mL,0.0099,EU/mL,0.0,0.25,PASS,2025-11-01 22:19:00,2025-11-02 04:19:00,2025-11-03 15:52:06.777451,AN013,1.7313284427199074
S-B2025-00308-Bioburden,B2025-00308,FG-VA02,Bioburden,CFU/mL,0.5138,CFU/mL,0.0,10.0,PASS,2025-11-01 22:19:00,2025-11-02 04:19:00,2025-11-03 15:52:06.777451,AN014,1.7313284427199074
S-B2025-00309-Assay,B2025-00309,FG-VA02,Assay,API,99.5338,%,95.0,105.0,PASS,2025-11-02 03:23:00,2025-11-02 05:23:00,2025-11-04 00:17:39.503795,AN004,1.8712905531828703
S-B2025-00309-Impurity A,B2025-00309,FG-VA02,Impurity A,Imp A,0.1704,%,0.0,0.5,PASS,2025-11-02 03:23:00,2025-11-02 05:23:00,2025-11-04 00:17:39.503795,AN007,1.8712905531828703
S-B2025-00309-pH,B2025-00309,FG-VA02,pH,pH,7.0545,,6.8,7.4,PASS,2025-11-02 03:23:00,2025-11-02 05:23:00,2025-11-04 00:17:39.503795,AN012,1.8712905531828703
S-B2025-00309-Endotoxin,B2025-00309,FG-VA02,Endotoxin,EU/mL,0.0468,EU/mL,0.0,0.25,PASS,2025-11-02 03:23:00,2025-11-02 05:23:00,2025-11-04 00:17:39.503795,AN013,1.8712905531828703
S-B2025-00309-Bioburden,B2025-00309,FG-VA02,Bioburden,CFU/mL,11.6741,CFU/mL,0.0,10.0,OOS,2025-11-02 03:23:00,2025-11-02 05:23:00,2025-11-04 00:17:39.503795,AN002,1.8712905531828703
S-B2025-00310-Assay,B2025-00310,FG-SMALLM,Assay,API,97.7091,%,95.0,105.0,PASS,2025-11-04 19:56:00,2025-11-04 23:56:00,2025-11-06 16:23:01.699547,AN012,1.8521030040162036
S-B2025-00310-Impurity A,B2025-00310,FG-SMALLM,Impurity A,Imp A,0.1842,%,0.0,0.5,PASS,2025-11-04 19:56:00,2025-11-04 23:56:00,2025-11-06 16:23:01.699547,AN005,1.8521030040162036
S-B2025-00310-pH,B2025-00310,FG-SMALLM,pH,pH,6.8947,,6.8,7.4,PASS,2025-11-04 19:56:00,2025-11-04 23:56:00,2025-11-06 16:23:01.699547,AN008,1.8521030040162036
S-B2025-00310-Endotoxin,B2025-00310,FG-SMALLM,Endotoxin,EU/mL,0.2898,EU/mL,0.0,0.25,OOS,2025-11-04 19:56:00,2025-11-04 23:56:00,2025-11-06 16:23:01.699547,AN015,1.8521030040162036
S-B2025-00310-Bioburden,B2025-00310,FG-SMALLM,Bioburden,CFU/mL,4.5708,CFU/mL,0.0,10.0,PASS,2025-11-04 19:56:00,2025-11-04 23:56:00,2025-11-06 16:23:01.699547,AN010,1.8521030040162036
S-B2025-00311-Assay,B2025-00311,FG-SMALLM,Assay,API,100.036,%,95.0,105.0,PASS,2025-11-05 04:13:00,2025-11-05 08:13:00,2025-11-07 05:00:08.048205,AN010,2.0327320394097224
S-B2025-00311-Impurity A,B2025-00311,FG-SMALLM,Impurity A,Imp A,0.1681,%,0.0,0.5,PASS,2025-11-05 04:13:00,2025-11-05 08:13:00,2025-11-07 05:00:08.048205,AN002,2.0327320394097224
S-B2025-00311-pH,B2025-00311,FG-SMALLM,pH,pH,7.3594,,6.8,7.4,PASS,2025-11-05 04:13:00,2025-11-05 08:13:00,2025-11-07 05:00:08.048205,AN004,2.0327320394097224
S-B2025-00311-Endotoxin,B2025-00311,FG-SMALLM,Endotoxin,EU/mL,0.1054,EU/mL,0.0,0.25,PASS,2025-11-05 04:13:00,2025-11-05 08:13:00,2025-11-07 05:00:08.048205,AN019,2.0327320394097224
S-B2025-00311-Bioburden,B2025-00311,FG-SMALLM,Bioburden,CFU/mL,2.3319,CFU/mL,0.0,10.0,PASS,2025-11-05 04:13:00,2025-11-05 08:13:00,2025-11-07 05:00:08.048205,AN016,2.0327320394097224
S-B2025-00312-Assay,B2025-00312,FG-SMALLM,Assay,API,99.0541,%,95.0,105.0,PASS,2025-11-07 17:19:00,2025-11-07 23:19:00,2025-11-09 10:15:38.289038,AN011,1.7059987157175924
S-B2025-00312-Impurity A,B2025-00312,FG-SMALLM,Impurity A,Imp A,0.1234,%,0.0,0.5,PASS,2025-11-07 17:19:00,2025-11-07 23:19:00,2025-11-09 10:15:38.289038,AN008,1.7059987157175924
S-B2025-00312-pH,B2025-00312,FG-SMALLM,pH,pH,7.2313,,6.8,7.4,PASS,2025-11-07 17:19:00,2025-11-07 23:19:00,2025-11-09 10:15:38.289038,AN006,1.7059987157175924
S-B2025-00312-Endotoxin,B2025-00312,FG-SMALLM,Endotoxin,EU/mL,0.0838,EU/mL,0.0,0.25,PASS,2025-11-07 17:19:00,2025-11-07 23:19:00,2025-11-09 10:15:38.289038,AN010,1.7059987157175924
S-B2025-00312-Bioburden,B2025-00312,FG-SMALLM,Bioburden,CFU/mL,3.5814,CFU/mL,0.0,10.0,PASS,2025-11-07 17:19:00,2025-11-07 23:19:00,2025-11-09 10:15:38.289038,AN006,1.7059987157175924
S-B2025-00313-Assay,B2025-00313,FG-SMALLM,Assay,API,99.688,%,95.0,105.0,PASS,2025-11-08 16:43:00,2025-11-08 21:43:00,2025-11-10 20:53:14.808113,AN016,2.1737825013078704
S-B2025-00313-Impurity A,B2025-00313,FG-SMALLM,Impurity A,Imp A,0.0621,%,0.0,0.5,PASS,2025-11-08 16:43:00,2025-11-08 21:43:00,2025-11-10 20:53:14.808113,AN013,2.1737825013078704
S-B2025-00313-pH,B2025-00313,FG-SMALLM,pH,pH,7.3221,,6.8,7.4,PASS,2025-11-08 16:43:00,2025-11-08 21:43:00,2025-11-10 20:53:14.808113,AN010,2.1737825013078704
S-B2025-00313-Endotoxin,B2025-00313,FG-SMALLM,Endotoxin,EU/mL,0.0517,EU/mL,0.0,0.25,PASS,2025-11-08 16:43:00,2025-11-08 21:43:00,2025-11-10 20:53:14.808113,AN018,2.1737825013078704
S-B2025-00313-Bioburden,B2025-00313,FG-SMALLM,Bioburden,CFU/mL,1.2157,CFU/mL,0.0,10.0,PASS,2025-11-08 16:43:00,2025-11-08 21:43:00,2025-11-10 20:53:14.808113,AN019,2.1737825013078704
S-B2025-00314-Assay,B2025-00314,FG-SMALLM,Assay,API,99.7415,%,95.0,105.0,PASS,2025-11-09 06:34:00,2025-11-09 12:34:00,2025-11-10 09:34:07.825520,AN019,1.1250905731481482
S-B2025-00314-Impurity A,B2025-00314,FG-SMALLM,Impurity A,Imp A,0.0568,%,0.0,0.5,PASS,2025-11-09 06:34:00,2025-11-09 12:34:00,2025-11-10 09:34:07.825520,AN010,1.1250905731481482
S-B2025-00314-pH,B2025-00314,FG-SMALLM,pH,pH,7.3654,,6.8,7.4,PASS,2025-11-09 06:34:00,2025-11-09 12:34:00,2025-11-10 09:34:07.825520,AN007,1.1250905731481482
S-B2025-00314-Endotoxin,B2025-00314,FG-SMALLM,Endotoxin,EU/mL,0.3965,EU/mL,0.0,0.25,OOS,2025-11-09 06:34:00,2025-11-09 12:34:00,2025-11-10 09:34:07.825520,AN019,1.1250905731481482
S-B2025-00314-Bioburden,B2025-00314,FG-SMALLM,Bioburden,CFU/mL,1.054,CFU/mL,0.0,10.0,PASS,2025-11-09 06:34:00,2025-11-09 12:34:00,2025-11-10 09:34:07.825520,AN005,1.1250905731481482
S-B2025-00315-Assay,B2025-00315,FG-MAB1-FILL,Assay,API,103.2675,%,95.0,105.0,PASS,2025-11-10 22:38:00,2025-11-11 02:38:00,2025-11-12 14:06:45.104484,AN002,1.6449664870833334
S-B2025-00315-Impurity A,B2025-00315,FG-MAB1-FILL,Impurity A,Imp A,0.1244,%,0.0,0.5,PASS,2025-11-10 22:38:00,2025-11-11 02:38:00,2025-11-12 14:06:45.104484,AN006,1.6449664870833334
S-B2025-00315-pH,B2025-00315,FG-MAB1-FILL,pH,pH,6.995,,6.8,7.4,PASS,2025-11-10 22:38:00,2025-11-11 02:38:00,2025-11-12 14:06:45.104484,AN017,1.6449664870833334
S-B2025-00315-Endotoxin,B2025-00315,FG-MAB1-FILL,Endotoxin,EU/mL,0.0379,EU/mL,0.0,0.25,PASS,2025-11-10 22:38:00,2025-11-11 02:38:00,2025-11-12 14:06:45.104484,AN005,1.6449664870833334
S-B2025-00315-Bioburden,B2025-00315,FG-MAB1-FILL,Bioburden,CFU/mL,0.9121,CFU/mL,0.0,10.0,PASS,2025-11-10 22:38:00,2025-11-11 02:38:00,2025-11-12 14:06:45.104484,AN002,1.6449664870833334
